2016-10-21 14:36:54,376,PCDisarmConnect,INFO,Searching DisarmDB
2016-10-21 14:36:55,870,PCDisarmConnect,INFO,Wifi Scan List Result:,{'disarmNet': -88, '1stFloorLinksys': -70, 'DCA': -82, 'dlink': -91, 'LEDE': -51, 'MANET': -72, 'SD-TD': -80}
2016-10-21 14:36:57,442,PCDisarmConnect,INFO,Wifi Scan List Result:,{'disarmNet': -88, '1stFloorLinksys': -79, 'DCA': -82, 'dlink': -93, 'LEDE': -55, 'MANET': -72, 'SD-TD': -89}
2016-10-21 14:36:59,024,PCDisarmConnect,INFO,Wifi Scan List Result:,{'disarmNet': -88, '1stFloorLinksys': -79, 'DCA': -82, 'dlink': -93, 'LEDE': -53, 'MANET': -73, 'SD-TD': -82}
2016-10-21 14:37:00,601,PCDisarmConnect,INFO,Wifi Scan List Result:,{'disarmNet': -88, '1stFloorLinksys': -83, 'DCA': -77, 'dlink': -94, 'LEDE': -55, 'MANET': -71, 'SD-TD': -82}
2016-10-21 14:37:00,601,PCDisarmConnect,INFO,Searching DisarmDevice
2016-10-21 14:37:02,179,PCDisarmConnect,INFO,Wifi Scan List Result:,{'disarmNet': -88, '1stFloorLinksys': -82, 'DCA': -77, 'dlink': -79, 'LEDE': -44, 'MANET': -71, 'SD-TD': -69}
2016-10-21 14:37:03,764,PCDisarmConnect,INFO,Wifi Scan List Result:,{'disarmNet': -88, '1stFloorLinksys': -80, 'DCA': -76, 'dlink': -79, 'LEDE': -48, 'MANET': -71, 'SD-TD': -79}
2016-10-21 14:37:05,359,PCDisarmConnect,INFO,Wifi Scan List Result:,{'disarmNet': -88, '1stFloorLinksys': -80, 'DCA': -76, 'dlink': -79, 'LEDE': -48, 'MANET': -71, 'SD-TD': -84}
2016-10-21 14:37:06,944,PCDisarmConnect,INFO,Wifi Scan List Result:,{'disarmNet': -88, '1stFloorLinksys': -80, 'DCA': -74, 'dlink': -79, 'LEDE': -51, 'MANET': -72, 'SD-TD': -79}
2016-10-21 14:37:06,944,PCDisarmConnect,INFO,Searching DisarmDevice
2016-10-21 14:37:08,532,PCDisarmConnect,INFO,Wifi Scan List Result:,{'disarmNet': -88, '1stFloorLinksys': -86, 'DCA': -83, 'dlink': -79, 'LEDE': -56, 'MANET': -73, 'SD-TD': -81}
2016-10-21 14:37:10,124,PCDisarmConnect,INFO,Wifi Scan List Result:,{'disarmNet': -87, '1stFloorLinksys': -87, 'DCA': -77, 'dlink': -79, 'LEDE': -80, 'MANET': -62, 'SD-TD': -82}
2016-10-21 14:37:11,704,PCDisarmConnect,INFO,Wifi Scan List Result:,{'disarmNet': -87, '1stFloorLinksys': -68, 'DCA': -79, 'dlink': -79, 'LEDE': -72, 'MANET': -62, 'SD-TD': -82}
